row,desk,date,firstHalf,secondHalf
3958,CLUJ_5_beta_11.3,09/02/2024,FALSE,FALSE
3959,CLUJ_5_beta_11.4,09/02/2024,FALSE,FALSE
3960,CLUJ_5_beta_12.1,09/02/2024,TRUE,TRUE
3961,CLUJ_5_beta_12.2,09/02/2024,FALSE,TRUE
3962,CLUJ_5_beta_12.3,09/02/2024,TRUE,TRUE
3963,CLUJ_5_beta_12.4,09/02/2024,TRUE,TRUE
3964,CLUJ_5_beta_13.1,09/02/2024,FALSE,TRUE
3965,CLUJ_5_beta_13.2,09/02/2024,FALSE,FALSE
3966,CLUJ_5_beta_13.3,09/02/2024,TRUE,TRUE
3967,CLUJ_5_beta_13.4,09/02/2024,TRUE,TRUE
3968,CLUJ_5_beta_14.1,09/02/2024,FALSE,TRUE
3969,CLUJ_5_beta_14.2,09/02/2024,FALSE,FALSE
3970,CLUJ_5_beta_14.3,09/02/2024,TRUE,TRUE
3971,CLUJ_5_beta_14.4,09/02/2024,FALSE,FALSE
3972,CLUJ_5_beta_15.1,09/02/2024,TRUE,TRUE
3973,CLUJ_5_beta_15.2,09/02/2024,FALSE,FALSE
3974,CLUJ_5_beta_15.3,09/02/2024,FALSE,TRUE
3975,CLUJ_5_beta_15.4,09/02/2024,FALSE,TRUE
3976,CLUJ_5_beta_16.1,09/02/2024,TRUE,FALSE
3977,CLUJ_5_beta_16.2,09/02/2024,FALSE,TRUE
3978,CLUJ_5_beta_16.3,09/02/2024,FALSE,FALSE
3979,CLUJ_5_beta_16.4,09/02/2024,FALSE,TRUE
3980,CLUJ_5_beta_17.1,09/02/2024,TRUE,FALSE
3981,CLUJ_5_beta_17.2,09/02/2024,TRUE,TRUE
3982,CLUJ_5_beta_17.3,09/02/2024,TRUE,TRUE
3983,CLUJ_5_beta_17.4,09/02/2024,FALSE,TRUE
3984,CLUJ_5_beta_18.1,09/02/2024,FALSE,FALSE
3985,CLUJ_5_beta_18.2,09/02/2024,FALSE,TRUE
3986,CLUJ_5_beta_18.3,09/02/2024,FALSE,FALSE
3987,CLUJ_5_beta_18.4,09/02/2024,FALSE,TRUE
3988,CLUJ_5_beta_18.5,09/02/2024,FALSE,FALSE
3989,CLUJ_5_beta_19.1,09/02/2024,TRUE,TRUE
3990,CLUJ_5_beta_19.2,09/02/2024,FALSE,FALSE
3991,CLUJ_5_beta_19.3,09/02/2024,TRUE,TRUE
3992,CLUJ_5_beta_19.4,09/02/2024,TRUE,TRUE
3993,CLUJ_5_beta_19.5,09/02/2024,FALSE,TRUE
3994,CLUJ_5_beta_19.6,09/02/2024,FALSE,FALSE
3995,CLUJ_5_beta_20.1,09/02/2024,TRUE,TRUE
3996,CLUJ_5_beta_20.2,09/02/2024,TRUE,FALSE
3997,CLUJ_5_beta_20.3,09/02/2024,TRUE,TRUE
3998,CLUJ_5_beta_20.4,09/02/2024,FALSE,TRUE
3999,CLUJ_5_beta_21.1,09/02/2024,FALSE,FALSE
4000,CLUJ_5_beta_21.2,09/02/2024,TRUE,FALSE
4001,CLUJ_5_beta_21.3,09/02/2024,TRUE,TRUE
4002,CLUJ_5_beta_21.4,09/02/2024,FALSE,TRUE
4003,CLUJ_5_beta_22.1,09/02/2024,TRUE,FALSE
4004,CLUJ_5_beta_22.2,09/02/2024,TRUE,TRUE
4005,CLUJ_5_beta_22.3,09/02/2024,FALSE,TRUE
4006,CLUJ_5_beta_22.4,09/02/2024,FALSE,FALSE
4007,CLUJ_5_beta_23.1,09/02/2024,TRUE,FALSE
4008,CLUJ_5_beta_23.2,09/02/2024,FALSE,TRUE
4009,CLUJ_5_beta_23.3,09/02/2024,FALSE,TRUE
4010,CLUJ_5_beta_23.4,09/02/2024,TRUE,FALSE
4011,CLUJ_5_beta_24.1,09/02/2024,FALSE,TRUE
4012,CLUJ_5_beta_24.2,09/02/2024,FALSE,TRUE
4013,CLUJ_5_beta_24.3,09/02/2024,FALSE,FALSE
4014,CLUJ_5_beta_24.4,09/02/2024,FALSE,TRUE
4015,CLUJ_5_beta_25.1,09/02/2024,FALSE,FALSE
4016,CLUJ_5_beta_25.2,09/02/2024,TRUE,TRUE
4017,CLUJ_5_beta_25.3,09/02/2024,FALSE,FALSE
4018,CLUJ_5_beta_25.4,09/02/2024,TRUE,FALSE
4019,CLUJ_5_beta_26.1,09/02/2024,TRUE,TRUE
4020,CLUJ_5_beta_26.2,09/02/2024,TRUE,FALSE
4021,CLUJ_5_beta_26.3,09/02/2024,FALSE,TRUE
4022,CLUJ_5_beta_26.4,09/02/2024,FALSE,FALSE
4023,CLUJ_5_beta_27.1,09/02/2024,TRUE,FALSE
4024,CLUJ_5_beta_27.2,09/02/2024,FALSE,FALSE
4025,CLUJ_5_beta_27.3,09/02/2024,FALSE,TRUE
4026,CLUJ_5_beta_27.4,09/02/2024,TRUE,FALSE
4027,CLUJ_5_beta_28.1,09/02/2024,TRUE,FALSE
4028,CLUJ_5_beta_28.2,09/02/2024,TRUE,FALSE
4029,CLUJ_5_beta_28.3,09/02/2024,TRUE,TRUE
4030,CLUJ_5_beta_28.4,09/02/2024,FALSE,TRUE
4031,CLUJ_5_beta_29.1,09/02/2024,TRUE,FALSE
4032,CLUJ_5_beta_29.2,09/02/2024,FALSE,TRUE
4033,CLUJ_5_beta_29.3,09/02/2024,TRUE,TRUE
4034,CLUJ_5_beta_29.4,09/02/2024,TRUE,TRUE
4035,CLUJ_5_beta_30.1,09/02/2024,FALSE,FALSE
4036,CLUJ_5_beta_30.2,09/02/2024,TRUE,TRUE
4037,CLUJ_5_beta_30.3,09/02/2024,TRUE,TRUE
4038,CLUJ_5_beta_30.4,09/02/2024,TRUE,TRUE
4039,CLUJ_5_beta_31.1,09/02/2024,TRUE,FALSE
4040,CLUJ_5_beta_31.2,09/02/2024,TRUE,TRUE
4041,CLUJ_5_beta_31.3,09/02/2024,FALSE,TRUE
4042,CLUJ_5_beta_31.4,09/02/2024,FALSE,TRUE
4043,CLUJ_5_beta_32.1,09/02/2024,FALSE,FALSE
4044,CLUJ_5_beta_32.2,09/02/2024,FALSE,FALSE
4045,CLUJ_5_beta_32.3,09/02/2024,TRUE,TRUE
4046,CLUJ_5_beta_32.4,09/02/2024,TRUE,TRUE
4047,CLUJ_5_beta_33.1,09/02/2024,TRUE,TRUE
4048,CLUJ_5_beta_33.2,09/02/2024,TRUE,FALSE
4049,CLUJ_5_beta_33.3,09/02/2024,TRUE,FALSE
4050,CLUJ_5_beta_33.4,09/02/2024,TRUE,TRUE
4051,CLUJ_5_beta_1.1,12/02/2024,FALSE,TRUE
4052,CLUJ_5_beta_1.2,12/02/2024,FALSE,TRUE
4053,CLUJ_5_beta_1.3,12/02/2024,FALSE,TRUE
4054,CLUJ_5_beta_1.4,12/02/2024,TRUE,FALSE
4055,CLUJ_5_beta_2.1,12/02/2024,FALSE,TRUE
4056,CLUJ_5_beta_2.2,12/02/2024,FALSE,FALSE
4057,CLUJ_5_beta_2.3,12/02/2024,FALSE,TRUE
4058,CLUJ_5_beta_2.4,12/02/2024,TRUE,TRUE
4059,CLUJ_5_beta_3.1,12/02/2024,TRUE,TRUE
4060,CLUJ_5_beta_3.2,12/02/2024,TRUE,TRUE
4061,CLUJ_5_beta_3.3,12/02/2024,TRUE,FALSE
4062,CLUJ_5_beta_3.4,12/02/2024,FALSE,TRUE
4063,CLUJ_5_beta_4.1,12/02/2024,FALSE,TRUE
4064,CLUJ_5_beta_4.2,12/02/2024,FALSE,FALSE
4065,CLUJ_5_beta_4.3,12/02/2024,FALSE,FALSE
4066,CLUJ_5_beta_4.4,12/02/2024,TRUE,TRUE
4067,CLUJ_5_beta_5.1,12/02/2024,TRUE,FALSE
4068,CLUJ_5_beta_5.2,12/02/2024,FALSE,TRUE
4069,CLUJ_5_beta_5.3,12/02/2024,FALSE,TRUE
4070,CLUJ_5_beta_5.4,12/02/2024,FALSE,TRUE
4071,CLUJ_5_beta_6.1,12/02/2024,TRUE,FALSE
4072,CLUJ_5_beta_6.2,12/02/2024,TRUE,FALSE
4073,CLUJ_5_beta_6.3,12/02/2024,TRUE,FALSE
4074,CLUJ_5_beta_6.4,12/02/2024,FALSE,TRUE
4075,CLUJ_5_beta_7.1,12/02/2024,TRUE,TRUE
4076,CLUJ_5_beta_7.2,12/02/2024,TRUE,TRUE
4077,CLUJ_5_beta_7.3,12/02/2024,FALSE,FALSE
4078,CLUJ_5_beta_7.4,12/02/2024,TRUE,FALSE
4079,CLUJ_5_beta_8.1,12/02/2024,TRUE,TRUE
4080,CLUJ_5_beta_8.2,12/02/2024,FALSE,FALSE
4081,CLUJ_5_beta_8.3,12/02/2024,FALSE,FALSE
4082,CLUJ_5_beta_8.4,12/02/2024,FALSE,FALSE
4083,CLUJ_5_beta_9.1,12/02/2024,FALSE,FALSE
4084,CLUJ_5_beta_9.2,12/02/2024,TRUE,TRUE
4085,CLUJ_5_beta_9.3,12/02/2024,FALSE,FALSE
4086,CLUJ_5_beta_9.4,12/02/2024,TRUE,FALSE
4087,CLUJ_5_beta_10.1,12/02/2024,FALSE,FALSE
4088,CLUJ_5_beta_10.2,12/02/2024,FALSE,TRUE
4089,CLUJ_5_beta_10.3,12/02/2024,TRUE,FALSE
4090,CLUJ_5_beta_10.4,12/02/2024,TRUE,TRUE
4091,CLUJ_5_beta_11.1,12/02/2024,TRUE,FALSE
4092,CLUJ_5_beta_11.2,12/02/2024,TRUE,FALSE
4093,CLUJ_5_beta_11.3,12/02/2024,TRUE,FALSE
4094,CLUJ_5_beta_11.4,12/02/2024,FALSE,FALSE
4095,CLUJ_5_beta_12.1,12/02/2024,TRUE,TRUE
4096,CLUJ_5_beta_12.2,12/02/2024,FALSE,TRUE
4097,CLUJ_5_beta_12.3,12/02/2024,TRUE,TRUE
4098,CLUJ_5_beta_12.4,12/02/2024,FALSE,FALSE
4099,CLUJ_5_beta_13.1,12/02/2024,TRUE,TRUE
4100,CLUJ_5_beta_13.2,12/02/2024,FALSE,FALSE
4101,CLUJ_5_beta_13.3,12/02/2024,FALSE,FALSE
4102,CLUJ_5_beta_13.4,12/02/2024,FALSE,TRUE
4103,CLUJ_5_beta_14.1,12/02/2024,TRUE,FALSE
4104,CLUJ_5_beta_14.2,12/02/2024,TRUE,FALSE
4105,CLUJ_5_beta_14.3,12/02/2024,TRUE,TRUE
4106,CLUJ_5_beta_14.4,12/02/2024,FALSE,FALSE
4107,CLUJ_5_beta_15.1,12/02/2024,TRUE,TRUE
4108,CLUJ_5_beta_15.2,12/02/2024,FALSE,FALSE
4109,CLUJ_5_beta_15.3,12/02/2024,FALSE,TRUE
4110,CLUJ_5_beta_15.4,12/02/2024,FALSE,TRUE
4111,CLUJ_5_beta_16.1,12/02/2024,FALSE,FALSE
4112,CLUJ_5_beta_16.2,12/02/2024,TRUE,TRUE
4113,CLUJ_5_beta_16.3,12/02/2024,FALSE,FALSE
4114,CLUJ_5_beta_16.4,12/02/2024,FALSE,TRUE
4115,CLUJ_5_beta_17.1,12/02/2024,FALSE,TRUE
4116,CLUJ_5_beta_17.2,12/02/2024,TRUE,TRUE
4117,CLUJ_5_beta_17.3,12/02/2024,TRUE,FALSE
4118,CLUJ_5_beta_17.4,12/02/2024,FALSE,FALSE
4119,CLUJ_5_beta_18.1,12/02/2024,TRUE,FALSE
4120,CLUJ_5_beta_18.2,12/02/2024,TRUE,TRUE
4121,CLUJ_5_beta_18.3,12/02/2024,FALSE,FALSE
4122,CLUJ_5_beta_18.4,12/02/2024,FALSE,FALSE
4123,CLUJ_5_beta_18.5,12/02/2024,TRUE,TRUE
4124,CLUJ_5_beta_19.1,12/02/2024,TRUE,TRUE
4125,CLUJ_5_beta_19.2,12/02/2024,TRUE,FALSE
4126,CLUJ_5_beta_19.3,12/02/2024,FALSE,FALSE
4127,CLUJ_5_beta_19.4,12/02/2024,TRUE,FALSE
4128,CLUJ_5_beta_19.5,12/02/2024,TRUE,TRUE
4129,CLUJ_5_beta_19.6,12/02/2024,FALSE,TRUE
4130,CLUJ_5_beta_20.1,12/02/2024,TRUE,FALSE
4131,CLUJ_5_beta_20.2,12/02/2024,FALSE,FALSE
4132,CLUJ_5_beta_20.3,12/02/2024,FALSE,FALSE
4133,CLUJ_5_beta_20.4,12/02/2024,FALSE,FALSE
4134,CLUJ_5_beta_21.1,12/02/2024,FALSE,TRUE
4135,CLUJ_5_beta_21.2,12/02/2024,FALSE,TRUE
4136,CLUJ_5_beta_21.3,12/02/2024,FALSE,FALSE
4137,CLUJ_5_beta_21.4,12/02/2024,FALSE,FALSE
4138,CLUJ_5_beta_22.1,12/02/2024,TRUE,FALSE
4139,CLUJ_5_beta_22.2,12/02/2024,TRUE,FALSE
4140,CLUJ_5_beta_22.3,12/02/2024,FALSE,FALSE
4141,CLUJ_5_beta_22.4,12/02/2024,FALSE,TRUE
4142,CLUJ_5_beta_23.1,12/02/2024,FALSE,TRUE
4143,CLUJ_5_beta_23.2,12/02/2024,TRUE,FALSE
4144,CLUJ_5_beta_23.3,12/02/2024,TRUE,FALSE
4145,CLUJ_5_beta_23.4,12/02/2024,TRUE,TRUE
4146,CLUJ_5_beta_24.1,12/02/2024,FALSE,TRUE
4147,CLUJ_5_beta_24.2,12/02/2024,FALSE,TRUE
4148,CLUJ_5_beta_24.3,12/02/2024,FALSE,FALSE
4149,CLUJ_5_beta_24.4,12/02/2024,FALSE,FALSE
4150,CLUJ_5_beta_25.1,12/02/2024,FALSE,TRUE
4151,CLUJ_5_beta_25.2,12/02/2024,TRUE,FALSE
4152,CLUJ_5_beta_25.3,12/02/2024,TRUE,TRUE
4153,CLUJ_5_beta_25.4,12/02/2024,FALSE,TRUE
4154,CLUJ_5_beta_26.1,12/02/2024,TRUE,FALSE
4155,CLUJ_5_beta_26.2,12/02/2024,FALSE,TRUE
4156,CLUJ_5_beta_26.3,12/02/2024,FALSE,TRUE
4157,CLUJ_5_beta_26.4,12/02/2024,FALSE,TRUE
4158,CLUJ_5_beta_27.1,12/02/2024,FALSE,FALSE
4159,CLUJ_5_beta_27.2,12/02/2024,FALSE,TRUE
4160,CLUJ_5_beta_27.3,12/02/2024,TRUE,FALSE
4161,CLUJ_5_beta_27.4,12/02/2024,TRUE,FALSE
4162,CLUJ_5_beta_28.1,12/02/2024,FALSE,FALSE
4163,CLUJ_5_beta_28.2,12/02/2024,FALSE,FALSE
4164,CLUJ_5_beta_28.3,12/02/2024,FALSE,FALSE
4165,CLUJ_5_beta_28.4,12/02/2024,FALSE,TRUE
4166,CLUJ_5_beta_29.1,12/02/2024,FALSE,FALSE
4167,CLUJ_5_beta_29.2,12/02/2024,TRUE,FALSE
4168,CLUJ_5_beta_29.3,12/02/2024,FALSE,TRUE
4169,CLUJ_5_beta_29.4,12/02/2024,FALSE,TRUE
4170,CLUJ_5_beta_30.1,12/02/2024,FALSE,FALSE
4171,CLUJ_5_beta_30.2,12/02/2024,FALSE,TRUE
4172,CLUJ_5_beta_30.3,12/02/2024,TRUE,FALSE
4173,CLUJ_5_beta_30.4,12/02/2024,TRUE,TRUE
4174,CLUJ_5_beta_31.1,12/02/2024,FALSE,TRUE
4175,CLUJ_5_beta_31.2,12/02/2024,FALSE,FALSE
4176,CLUJ_5_beta_31.3,12/02/2024,FALSE,TRUE
4177,CLUJ_5_beta_31.4,12/02/2024,TRUE,TRUE
4178,CLUJ_5_beta_32.1,12/02/2024,FALSE,FALSE
4179,CLUJ_5_beta_32.2,12/02/2024,FALSE,TRUE
4180,CLUJ_5_beta_32.3,12/02/2024,FALSE,TRUE
4181,CLUJ_5_beta_32.4,12/02/2024,FALSE,TRUE
4182,CLUJ_5_beta_33.1,12/02/2024,TRUE,TRUE
4183,CLUJ_5_beta_33.2,12/02/2024,TRUE,TRUE
4184,CLUJ_5_beta_33.3,12/02/2024,TRUE,FALSE
4185,CLUJ_5_beta_33.4,12/02/2024,FALSE,TRUE
4186,CLUJ_5_beta_1.1,13/02/2024,TRUE,TRUE
4187,CLUJ_5_beta_1.2,13/02/2024,FALSE,TRUE
4188,CLUJ_5_beta_1.3,13/02/2024,FALSE,FALSE
4189,CLUJ_5_beta_1.4,13/02/2024,TRUE,FALSE
4190,CLUJ_5_beta_2.1,13/02/2024,FALSE,FALSE
4191,CLUJ_5_beta_2.2,13/02/2024,TRUE,TRUE
4192,CLUJ_5_beta_2.3,13/02/2024,FALSE,TRUE
4193,CLUJ_5_beta_2.4,13/02/2024,FALSE,FALSE
4194,CLUJ_5_beta_3.1,13/02/2024,TRUE,TRUE
4195,CLUJ_5_beta_3.2,13/02/2024,FALSE,TRUE
4196,CLUJ_5_beta_3.3,13/02/2024,FALSE,TRUE
4197,CLUJ_5_beta_3.4,13/02/2024,FALSE,FALSE
4198,CLUJ_5_beta_4.1,13/02/2024,TRUE,FALSE
4199,CLUJ_5_beta_4.2,13/02/2024,FALSE,TRUE
4200,CLUJ_5_beta_4.3,13/02/2024,FALSE,TRUE
4201,CLUJ_5_beta_4.4,13/02/2024,TRUE,FALSE
4202,CLUJ_5_beta_5.1,13/02/2024,TRUE,FALSE
4203,CLUJ_5_beta_5.2,13/02/2024,FALSE,TRUE
4204,CLUJ_5_beta_5.3,13/02/2024,FALSE,FALSE
4205,CLUJ_5_beta_5.4,13/02/2024,FALSE,FALSE
4206,CLUJ_5_beta_6.1,13/02/2024,TRUE,TRUE
4207,CLUJ_5_beta_6.2,13/02/2024,TRUE,TRUE
4208,CLUJ_5_beta_6.3,13/02/2024,FALSE,TRUE
4209,CLUJ_5_beta_6.4,13/02/2024,FALSE,TRUE
4210,CLUJ_5_beta_7.1,13/02/2024,TRUE,TRUE
4211,CLUJ_5_beta_7.2,13/02/2024,TRUE,TRUE
4212,CLUJ_5_beta_7.3,13/02/2024,FALSE,TRUE
4213,CLUJ_5_beta_7.4,13/02/2024,FALSE,FALSE
4214,CLUJ_5_beta_8.1,13/02/2024,TRUE,TRUE
4215,CLUJ_5_beta_8.2,13/02/2024,TRUE,TRUE
4216,CLUJ_5_beta_8.3,13/02/2024,FALSE,TRUE
4217,CLUJ_5_beta_8.4,13/02/2024,FALSE,FALSE
4218,CLUJ_5_beta_9.1,13/02/2024,TRUE,FALSE
4219,CLUJ_5_beta_9.2,13/02/2024,FALSE,FALSE
4220,CLUJ_5_beta_9.3,13/02/2024,FALSE,TRUE
4221,CLUJ_5_beta_9.4,13/02/2024,TRUE,TRUE
4222,CLUJ_5_beta_10.1,13/02/2024,FALSE,FALSE
4223,CLUJ_5_beta_10.2,13/02/2024,FALSE,FALSE
4224,CLUJ_5_beta_10.3,13/02/2024,FALSE,FALSE
4225,CLUJ_5_beta_10.4,13/02/2024,FALSE,TRUE
4226,CLUJ_5_beta_11.1,13/02/2024,TRUE,FALSE
4227,CLUJ_5_beta_11.2,13/02/2024,FALSE,TRUE
4228,CLUJ_5_beta_11.3,13/02/2024,TRUE,FALSE
4229,CLUJ_5_beta_11.4,13/02/2024,TRUE,TRUE
4230,CLUJ_5_beta_12.1,13/02/2024,TRUE,TRUE
4231,CLUJ_5_beta_12.2,13/02/2024,TRUE,TRUE
4232,CLUJ_5_beta_12.3,13/02/2024,FALSE,TRUE
4233,CLUJ_5_beta_12.4,13/02/2024,FALSE,FALSE
4234,CLUJ_5_beta_13.1,13/02/2024,FALSE,FALSE
4235,CLUJ_5_beta_13.2,13/02/2024,TRUE,FALSE
4236,CLUJ_5_beta_13.3,13/02/2024,FALSE,TRUE
4237,CLUJ_5_beta_13.4,13/02/2024,TRUE,TRUE
4238,CLUJ_5_beta_14.1,13/02/2024,FALSE,FALSE
4239,CLUJ_5_beta_14.2,13/02/2024,FALSE,TRUE
4240,CLUJ_5_beta_14.3,13/02/2024,FALSE,TRUE
4241,CLUJ_5_beta_14.4,13/02/2024,TRUE,TRUE
4242,CLUJ_5_beta_15.1,13/02/2024,FALSE,TRUE
4243,CLUJ_5_beta_15.2,13/02/2024,FALSE,FALSE
4244,CLUJ_5_beta_15.3,13/02/2024,TRUE,FALSE
4245,CLUJ_5_beta_15.4,13/02/2024,FALSE,TRUE
4246,CLUJ_5_beta_16.1,13/02/2024,FALSE,FALSE
4247,CLUJ_5_beta_16.2,13/02/2024,FALSE,FALSE
4248,CLUJ_5_beta_16.3,13/02/2024,TRUE,FALSE
4249,CLUJ_5_beta_16.4,13/02/2024,FALSE,FALSE
4250,CLUJ_5_beta_17.1,13/02/2024,FALSE,TRUE
4251,CLUJ_5_beta_17.2,13/02/2024,TRUE,TRUE
4252,CLUJ_5_beta_17.3,13/02/2024,FALSE,FALSE
4253,CLUJ_5_beta_17.4,13/02/2024,TRUE,FALSE
4254,CLUJ_5_beta_18.1,13/02/2024,FALSE,TRUE
4255,CLUJ_5_beta_18.2,13/02/2024,FALSE,FALSE
4256,CLUJ_5_beta_18.3,13/02/2024,TRUE,FALSE
4257,CLUJ_5_beta_18.4,13/02/2024,FALSE,TRUE
4258,CLUJ_5_beta_18.5,13/02/2024,TRUE,FALSE
4259,CLUJ_5_beta_19.1,13/02/2024,FALSE,FALSE
4260,CLUJ_5_beta_19.2,13/02/2024,FALSE,TRUE
4261,CLUJ_5_beta_19.3,13/02/2024,TRUE,TRUE
4262,CLUJ_5_beta_19.4,13/02/2024,FALSE,FALSE
4263,CLUJ_5_beta_19.5,13/02/2024,FALSE,FALSE
4264,CLUJ_5_beta_19.6,13/02/2024,FALSE,FALSE
4265,CLUJ_5_beta_20.1,13/02/2024,TRUE,FALSE
4266,CLUJ_5_beta_20.2,13/02/2024,FALSE,FALSE
4267,CLUJ_5_beta_20.3,13/02/2024,TRUE,FALSE
4268,CLUJ_5_beta_20.4,13/02/2024,FALSE,TRUE
4269,CLUJ_5_beta_21.1,13/02/2024,TRUE,FALSE
4270,CLUJ_5_beta_21.2,13/02/2024,TRUE,TRUE
4271,CLUJ_5_beta_21.3,13/02/2024,TRUE,FALSE
4272,CLUJ_5_beta_21.4,13/02/2024,TRUE,FALSE
4273,CLUJ_5_beta_22.1,13/02/2024,TRUE,TRUE
4274,CLUJ_5_beta_22.2,13/02/2024,FALSE,TRUE
4275,CLUJ_5_beta_22.3,13/02/2024,FALSE,TRUE
4276,CLUJ_5_beta_22.4,13/02/2024,TRUE,TRUE
4277,CLUJ_5_beta_23.1,13/02/2024,FALSE,TRUE
4278,CLUJ_5_beta_23.2,13/02/2024,TRUE,FALSE
4279,CLUJ_5_beta_23.3,13/02/2024,FALSE,TRUE
4280,CLUJ_5_beta_23.4,13/02/2024,TRUE,TRUE
4281,CLUJ_5_beta_24.1,13/02/2024,TRUE,TRUE
4282,CLUJ_5_beta_24.2,13/02/2024,TRUE,TRUE
4283,CLUJ_5_beta_24.3,13/02/2024,FALSE,TRUE
4284,CLUJ_5_beta_24.4,13/02/2024,TRUE,TRUE
4285,CLUJ_5_beta_25.1,13/02/2024,TRUE,TRUE
4286,CLUJ_5_beta_25.2,13/02/2024,TRUE,TRUE
4287,CLUJ_5_beta_25.3,13/02/2024,TRUE,TRUE
4288,CLUJ_5_beta_25.4,13/02/2024,TRUE,FALSE
4289,CLUJ_5_beta_26.1,13/02/2024,TRUE,FALSE
4290,CLUJ_5_beta_26.2,13/02/2024,TRUE,TRUE
4291,CLUJ_5_beta_26.3,13/02/2024,TRUE,TRUE
4292,CLUJ_5_beta_26.4,13/02/2024,TRUE,TRUE
4293,CLUJ_5_beta_27.1,13/02/2024,TRUE,FALSE
4294,CLUJ_5_beta_27.2,13/02/2024,FALSE,TRUE
4295,CLUJ_5_beta_27.3,13/02/2024,FALSE,TRUE
4296,CLUJ_5_beta_27.4,13/02/2024,TRUE,FALSE
4297,CLUJ_5_beta_28.1,13/02/2024,TRUE,TRUE
4298,CLUJ_5_beta_28.2,13/02/2024,TRUE,TRUE
4299,CLUJ_5_beta_28.3,13/02/2024,FALSE,FALSE
4300,CLUJ_5_beta_28.4,13/02/2024,FALSE,FALSE
4301,CLUJ_5_beta_29.1,13/02/2024,FALSE,FALSE
4302,CLUJ_5_beta_29.2,13/02/2024,FALSE,FALSE
4303,CLUJ_5_beta_29.3,13/02/2024,FALSE,TRUE
4304,CLUJ_5_beta_29.4,13/02/2024,FALSE,TRUE
4305,CLUJ_5_beta_30.1,13/02/2024,FALSE,FALSE
4306,CLUJ_5_beta_30.2,13/02/2024,FALSE,TRUE
4307,CLUJ_5_beta_30.3,13/02/2024,FALSE,FALSE
4308,CLUJ_5_beta_30.4,13/02/2024,FALSE,FALSE
4309,CLUJ_5_beta_31.1,13/02/2024,TRUE,TRUE
4310,CLUJ_5_beta_31.2,13/02/2024,TRUE,FALSE
4311,CLUJ_5_beta_31.3,13/02/2024,TRUE,TRUE
4312,CLUJ_5_beta_31.4,13/02/2024,FALSE,TRUE
4313,CLUJ_5_beta_32.1,13/02/2024,FALSE,FALSE
4314,CLUJ_5_beta_32.2,13/02/2024,FALSE,FALSE
4315,CLUJ_5_beta_32.3,13/02/2024,TRUE,TRUE
4316,CLUJ_5_beta_32.4,13/02/2024,FALSE,FALSE
4317,CLUJ_5_beta_33.1,13/02/2024,FALSE,FALSE
4318,CLUJ_5_beta_33.2,13/02/2024,TRUE,FALSE
4319,CLUJ_5_beta_33.3,13/02/2024,TRUE,TRUE
4320,CLUJ_5_beta_33.4,13/02/2024,FALSE,FALSE
4321,CLUJ_5_beta_1.1,14/02/2024,FALSE,FALSE
4322,CLUJ_5_beta_1.2,14/02/2024,FALSE,FALSE
4323,CLUJ_5_beta_1.3,14/02/2024,FALSE,FALSE
4324,CLUJ_5_beta_1.4,14/02/2024,FALSE,FALSE
4325,CLUJ_5_beta_2.1,14/02/2024,FALSE,TRUE
4326,CLUJ_5_beta_2.2,14/02/2024,TRUE,FALSE
4327,CLUJ_5_beta_2.3,14/02/2024,TRUE,FALSE
4328,CLUJ_5_beta_2.4,14/02/2024,TRUE,TRUE
4329,CLUJ_5_beta_3.1,14/02/2024,FALSE,FALSE
4330,CLUJ_5_beta_3.2,14/02/2024,FALSE,FALSE
4331,CLUJ_5_beta_3.3,14/02/2024,FALSE,FALSE
4332,CLUJ_5_beta_3.4,14/02/2024,TRUE,FALSE
4333,CLUJ_5_beta_4.1,14/02/2024,TRUE,TRUE
4334,CLUJ_5_beta_4.2,14/02/2024,FALSE,FALSE
4335,CLUJ_5_beta_4.3,14/02/2024,TRUE,FALSE
4336,CLUJ_5_beta_4.4,14/02/2024,TRUE,FALSE
4337,CLUJ_5_beta_5.1,14/02/2024,TRUE,TRUE
4338,CLUJ_5_beta_5.2,14/02/2024,TRUE,TRUE
4339,CLUJ_5_beta_5.3,14/02/2024,FALSE,FALSE
4340,CLUJ_5_beta_5.4,14/02/2024,TRUE,TRUE
4341,CLUJ_5_beta_6.1,14/02/2024,FALSE,TRUE
4342,CLUJ_5_beta_6.2,14/02/2024,FALSE,TRUE
4343,CLUJ_5_beta_6.3,14/02/2024,TRUE,TRUE
4344,CLUJ_5_beta_6.4,14/02/2024,TRUE,FALSE
4345,CLUJ_5_beta_7.1,14/02/2024,TRUE,TRUE
4346,CLUJ_5_beta_7.2,14/02/2024,FALSE,FALSE
4347,CLUJ_5_beta_7.3,14/02/2024,TRUE,FALSE
4348,CLUJ_5_beta_7.4,14/02/2024,TRUE,TRUE
4349,CLUJ_5_beta_8.1,14/02/2024,FALSE,TRUE
4350,CLUJ_5_beta_8.2,14/02/2024,FALSE,TRUE
4351,CLUJ_5_beta_8.3,14/02/2024,TRUE,TRUE
4352,CLUJ_5_beta_8.4,14/02/2024,FALSE,FALSE
4353,CLUJ_5_beta_9.1,14/02/2024,TRUE,TRUE
4354,CLUJ_5_beta_9.2,14/02/2024,TRUE,FALSE
4355,CLUJ_5_beta_9.3,14/02/2024,TRUE,FALSE
4356,CLUJ_5_beta_9.4,14/02/2024,TRUE,TRUE
